Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Name_Clean,Cluster,SVD_Component_1,SVD_Component_2,Combined_Cluster
Transformers: Devastation,PS4,2015.0,Action,Activision,0.1,0.09,0.0,0.04,0.23,77.0,50.0,7.5,160.0,PlatinumGames,T,transformers devastation,1,0.0008143880209089554,0.002229192807350114,0
Cars 2,3DS,2011.0,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,,,,,,,cars 2,1,0.004712601829744099,0.0045655151722245185,0
Hannah Montana: The Movie,PS3,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,,,3.4,17.0,n-Space,E,hannah montana the movie,1,0.003953913649383551,0.008178770656740204,0
BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,58.0,12.0,6.2,5.0,Terminal Reality,T,blowout,1,0.0,0.0,0
NFL Blitz Pro,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,73.0,20.0,8.5,14.0,Midway,E,nfl blitz pro,4,0.17259791531309449,-0.08423602407690553,0
Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90.0,10.0,8,5.0,EA Sports,E,tiger woods pga tour 2003,1,0.03415327719137273,0.03121442266824717,0
The Raiden Project,PS,1995.0,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,,,,,,,the raiden project,1,0.007632285078247389,-3.545446699234687e-05,0
Tales of Berseria,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,Bandai Namco Games,T,tales of berseria,1,0.003715123219627787,0.017408107334013587,0
I Love Horses,DS,2008.0,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,,,tbd,,Destineer,E,i love horses,1,0.0014658134160404224,0.0030225323951734557,0
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005.0,Misc,Play It,0.2,0.01,0.0,0.02,0.23,73.0,27.0,8.1,13.0,Farsight Studios,E,pinball hall of fame the gottlieb collection,1,0.0074745511780397915,0.005412538433063765,0
Pocket Fighter,PS,1997.0,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,,,,,,,pocket fighter,1,0.0228253091555919,0.004312338832074396,0
Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87.0,37.0,8.2,69.0,Nippon Ichi Software,T,disgaea afternoon of darkness,1,0.0036897105902515266,0.00816995084677286,0
Bicycle Casino 2005,XB,2004.0,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,,,,,,,bicycle casino 2005,1,0.01217015636220603,0.004046533035606465,0
Toukiden Kiwami,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,82.0,5.0,8.6,42.0,"Omega Force, Koei Tecmo Games",T,toukiden kiwami,1,2.7590595273030607e-05,1.9336064317737665e-05,0
Dark Souls II,XOne,2015.0,Role-Playing,Namco Bandai Games,0.14,0.07,0.0,0.02,0.23,,,,,,,dark souls ii,1,0.050170452477874584,0.0935442336979735,0
Hello Kitty Seasons,Wii,2010.0,Adventure,Namco Bandai Games,0.15,0.06,0.0,0.02,0.23,,,tbd,,Sanrio Digital,E,hello kitty seasons,1,0.00025137818724805405,0.0020052746477694007,0
.hack//G.U. Vol.2//Reminisce,PS2,2006.0,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,,,,,,,hack g u vol 2 reminisce,1,0.0030319620814846723,0.004000390644670149,0
SSX On Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,79.0,23.0,8.1,44.0,EA Montreal,E,ssx on tour,1,0.02353510306350155,0.02509005989746373,0
NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,,,tbd,,EA Canada,E,ncaa football 09,1,0.027277376670941714,0.006839460534803214,0
Hooked! Real Motion Fishing,Wii,2007.0,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,,,,,,,hooked real motion fishing,1,0.0148659232160954,0.003160627271003213,0
Rune Factory: Tides of Destiny,PS3,2011.0,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.02,0.23,55.0,12.0,7.9,44.0,Neverland,E10+,rune factory tides of destiny,1,0.0021390735213399625,0.004341070604751491,0
Ys Seven,PSP,2009.0,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.02,0.23,79.0,27.0,8.5,65.0,Falcom,T,ys seven,1,0.0020528527393812736,0.004245227708768364,0
NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,61.0,15.0,tbd,,989 Sports,E,ncaa gamebreaker 2004,1,0.014705405161984215,0.004710236921230076,0
Ninja Gaiden Sigma,PSV,2012.0,Action,Tecmo Koei,0.1,0.05,0.04,0.03,0.23,,,,,,,ninja gaiden sigma,1,0.002513058266388603,0.008405156866522509,0
Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83.0,65.0,7.8,85.0,Q Entertainment,E,lumines electronic symphony,1,7.764143388078143e-05,8.774133221322076e-05,0
Tony Hawk's Proving Ground,DS,2007.0,Sports,Activision,0.2,0.01,0.0,0.02,0.23,79.0,21.0,6.7,6.0,Vicarious Visions,E10+,tony hawk s proving ground,1,0.029591669561399945,-0.027998533620515527,0
The Polar Express,PS2,2004.0,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,39.0,10.0,4.3,6.0,Blue Tongue,E,the polar express,1,-4.382241254162178e-07,1.1095487112472677e-06,0
Bass Pro Shops: The Hunt,Wii,2010.0,Sports,XS Games,0.21,0.0,0.0,0.01,0.23,,,tbd,,Griffin International,T,bass pro shops the hunt,1,0.11142972492548875,-0.07263241901793872,0
AC/DC LIVE: Rock Band Track Pack,X360,2008.0,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,63.0,16.0,4.9,10.0,Harmonix Music Systems,T,ac dc live rock band track pack,1,-0.007271955738960601,0.02085631871391676,0
Buzz! Junior: RoboJam,PS2,2007.0,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,,,,,,,buzz junior robojam,1,0.002223899694115547,0.003955439113119992,0
Valhalla Knights 2,PSP,2008.0,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,50.0,13.0,5.4,13.0,K2,E10+,valhalla knights 2,1,0.0013304974666511946,0.0042162084139369255,0
Deca Sports 3,Wii,2010.0,Sports,Hudson Soft,0.14,0.07,0.0,0.02,0.23,41.0,7.0,tbd,,"Hudson, NATSUME ATARI Inc.",E,deca sports 3,1,0.009788983440683286,0.007362043990061096,0
Tetris Attack,GB,1996.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,,,,,,,tetris attack,1,0.004976849831954596,0.004465222699437189,0
Spec Ops: The Line,PC,2012.0,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.02,0.23,76.0,16.0,8.2,1237.0,Yager,M,spec ops the line,1,0.001583326693417156,0.002349609744531801,0
Saint Seiya: Sanctuary Battle,PS3,2011.0,Action,Namco Bandai Games,0.0,0.09,0.11,0.02,0.23,62.0,14.0,7.3,34.0,Dimps Corporation,,saint seiya sanctuary battle,1,0.007623191201977623,0.018631827570195197,0
NBA ShootOut 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,62.0,22.0,5.9,8.0,SCEA,E,nba shootout 2003,1,0.005167596303673651,-0.03110098860914029,0
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998.0,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23,,,,,,,shin nippon pro wrestling toukon retsuden 3,1,0.08435638070248173,-0.052536430788529674,0
Big Beach Sports 2,Wii,,Sports,THQ,0.09,0.11,0.0,0.02,0.23,,,tbd,,Jet Black Games,E,big beach sports 2,1,0.01734560464278062,0.018327266761234855,0
Digimon World DS (JP sales),DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,,,digimon world ds jp sales,8,0.16089153920763694,0.14081447128792554,0
NHL FaceOff 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,55.0,20.0,tbd,,989 Sports,E,nhl faceoff 2003,1,0.016815008223928805,-0.017934151973582658,0
Jersey Devil,PS,1997.0,Platform,Ocean,0.13,0.09,0.0,0.01,0.23,,,,,,,jersey devil,1,0.0010867670175690163,0.0003908859710242904,0
Need For Speed: Undercover,DS,2008.0,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,59.0,7.0,6.7,6.0,Firebrand Games,E10+,need for speed undercover,1,0.013233988568615705,0.013505834091253121,0
Guitar Hero Live,X360,2015.0,Misc,Activision,0.13,0.08,0.0,0.02,0.23,,,5.5,19.0,Activision,T,guitar hero live,1,0.011857823524730084,0.02781566220474418,0
Rogue Ops,PS2,2003.0,Action,Kemco,0.11,0.09,0.0,0.03,0.23,61.0,26.0,9.2,6.0,Bits Studios,M,rogue ops,1,0.003213293983097576,0.0051712282061404545,0
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010.0,Sports,Sega,0.08,0.12,0.0,0.02,0.23,,,,,,,vancouver 2010 the official video game of the olympic winter games,3,0.02756520391290866,0.06616140690102407,0
3rd Super Robot Wars Z Jigoku Hen,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,,,3rd super robot wars z jigoku hen,3,0.05253180842811698,0.16550245466010371,0
Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64.0,39.0,7.9,215.0,Grasshopper Manufacture,M,killer is dead,1,-0.0026507612796358225,0.01786103173027992,0
F1 2014,X360,2014.0,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,64.0,14.0,4.1,20.0,Codemasters Birmingham,E,f1 2014,0,0.030953888728875504,-0.003793480350576008,0
New Carnival Games,DS,2010.0,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.22,,,tbd,,Cat Daddy Games,E,new carnival games,1,0.010182507308367254,0.014318864792893944,0
Legion: The Legend of Excalibur,PS2,2002.0,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,51.0,21.0,7,6.0,7 Studios,M,legion the legend of excalibur,1,0.00779013044259982,0.01873545028722021,0
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016.0,Action,GungHo,0.0,0.0,0.22,0.0,0.22,,,,,,,puzzle dragons x god chapter dragon chapter,1,0.011666709224342677,-0.002364631688246092,0
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,gekijouban macross f sayonara no tsubasa hybrid pack,1,0.001784248165377842,0.008206062909094102,0
TNA iMPACT!,PS2,2008.0,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,,,,,,,tna impact,1,0.0004691711007688766,0.0011996575195492264,0
LEGO Jurassic World,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.05,0.13,0.0,0.05,0.22,,,7.6,11.0,TT Games,E10+,lego jurassic world,9,0.1368980543949951,0.1645495551729545,0
Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,,,,,,,def jam fight for ny,1,0.0007930591820543481,-0.0025345294079962637,0
Sword Art Online: Infinity Moment,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,sword art online infinity moment,1,0.004306588312020463,0.010173149731499269,0
Spartan: Total Warrior,PS2,2005.0,Action,Sega,0.11,0.09,0.0,0.03,0.22,74.0,33.0,8.4,65.0,Creative Assembly,M,spartan total warrior,1,0.005014103009399379,0.003580083892360527,0
EX Monopoly,GBA,2001.0,Misc,Takara,0.16,0.06,0.0,0.0,0.22,,,,,,,ex monopoly,1,0.0017603722690014377,0.004340842813739489,0
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007.0,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.22,,,,,,,ultimate duck hunting hunting retrieving ducks,1,0.005641335886623743,0.01031572213832816,0
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997.0,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,64 de hakken tamagotchi minna de tamagotchi world,1,0.09675442583305643,0.10052151464930166,0
Family Party: 30 Great Games Winter Fun,Wii,2010.0,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.22,,,tbd,,Tamsoft,E,family party 30 great games winter fun,1,0.012932366612792552,0.02902137997751653,0
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003.0,Misc,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,,,,,,,mary kate and ashley sweet 16 licenced to drive,1,0.0033262218639446305,0.0003863476492020726,0
Deadly Duck,2600,1981.0,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,,,,,,,deadly duck,1,0.00011480784864627013,0.0010790185685430021,0
Assault,2600,1982.0,Action,Bomb,0.21,0.01,0.0,0.0,0.22,,,,,,,assault,1,0.004919670899511833,0.009475589765662552,0
Reactor,2600,1981.0,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,,,,,,,reactor,1,0.0,0.0,0
Gundam Battle Chronicle,PSP,2007.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,gundam battle chronicle,1,0.020176314368716544,0.027133129357886723,0
Zumba Fitness: World Party,Wii,2013.0,Misc,Majesco Entertainment,0.11,0.1,0.0,0.02,0.22,,,tbd,,Zoe Mode,E,zumba fitness world party,1,0.10739489747027663,0.12965031621340922,0
Danball Senki Boost,PSP,2011.0,Action,Level 5,0.0,0.0,0.22,0.0,0.22,,,,,,,danball senki boost,1,0.0005620802380379879,0.0008108338313537349,0
Justice League Heroes,PSP,2006.0,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,72.0,13.0,7.8,5.0,Snowblind Studios,T,justice league heroes,1,0.03558305782951891,0.03568803483984114,0
101-in-1 Party Megamix Wii,Wii,2009.0,Misc,Nordcurrent,0.19,0.01,0.0,0.02,0.22,,,,,,,101 in 1 party megamix wii,1,0.010513639355470977,0.03239748734749336,0
Conflict: Vietnam,XB,2004.0,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,60.0,40.0,7.3,9.0,Pivotal Games,M,conflict vietnam,1,0.004039529652145107,0.005259733159912431,0
Hatsune Miku: Project Mirai 2,3DS,2013.0,Action,Sega,0.0,0.0,0.22,0.0,0.22,,,,,,,hatsune miku project mirai 2,1,0.0031543754911511845,-0.00014164360025527452,0
Whirl Tour,PS2,2002.0,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,58.0,9.0,7,5.0,Papaya Studios,E,whirl tour,1,0.0512723618169701,0.05396657696886067,0
Time Crisis: Crisis Zone,PS2,2004.0,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,66.0,38.0,tbd,,Namco,T,time crisis crisis zone,1,0.003004044242323617,0.0062180843272812755,0
Momotarou Dentetsu 15,PS2,2005.0,Misc,Hudson Soft,0.0,0.0,0.22,0.0,0.22,,,,,,,momotarou dentetsu 15,1,0.012160251530919866,0.001136161849697805,0
Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010.0,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22,,,tbd,,Papaya Studios,E10+,ben 10 ultimate alien cosmic destruction,1,0.016236442306443336,0.009296521285297524,0
NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,75.0,25.0,8.5,15.0,EA Canada,E,nba street showdown,1,0.010509850617676422,-0.030887025155729022,0
We Sing Pop!,Wii,2012.0,Misc,Nordic Games,0.05,0.15,0.0,0.02,0.22,,,,,,,we sing pop,1,0.0023431706580538,0.005694255898498111,0
pro evolution soccer 2011,Wii,2010.0,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,78.0,9.0,5.4,7.0,Konami,E,pro evolution soccer 2011,5,0.48918568574237187,-0.20633421444633193,0
Skies of Arcadia Legends,GC,2002.0,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,84.0,31.0,9.2,95.0,Overworks,T,skies of arcadia legends,1,0.009664598925420913,0.011254849214138395,0
MotoGP 08,PS2,2008.0,Racing,Capcom,0.01,0.0,0.0,0.21,0.22,,,tbd,,Milestone S.r.l,E,motogp 08,1,0.013827729731734278,-0.0016743972139600261,0
Sengoku Basara 3 Utage,PS3,2011.0,Action,Capcom,0.0,0.0,0.22,0.0,0.22,,,,,,,sengoku basara 3 utage,1,0.0010279104474614407,0.005060938554940049,0
Breath of Fire,GBA,2001.0,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,79.0,17.0,8.8,9.0,Capcom,E,breath of fire,1,0.002614110732203992,0.004204546941765991,0
Last Window: The Secret of Cape West,DS,2010.0,Adventure,Nintendo,0.0,0.11,0.09,0.02,0.22,,,,,,,last window the secret of cape west,1,0.004702175493218742,0.006899764474405722,0
Risen 2: Dark Waters,PC,2012.0,Role-Playing,Deep Silver,0.0,0.19,0.0,0.03,0.22,69.0,51.0,5.6,751.0,Piranha Bytes,M,risen 2 dark waters,1,0.00586225671337426,0.0029915871851398284,0
Petz Monkeyz House,DS,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,,,tbd,,Ubisoft,E,petz monkeyz house,1,0.0012522462855354345,0.002625538446752662,0
Ford vs. Chevy,PS2,2005.0,Racing,Global Star,0.11,0.09,0.0,0.03,0.22,,,8,5.0,Eutechnyx,E,ford vs chevy,1,0.013907294184567938,0.010411494965748511,0
LEGO The Hobbit,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0.0,0.02,0.22,,,7.8,11.0,TT Games,E10+,lego the hobbit,9,0.018436175326314842,0.04682615754958819,0
Darksiders II,PS4,2015.0,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,,,,,,,darksiders ii,1,0.053792811189659895,0.11541045807806863,0
NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88.0,18.0,9,5.0,EA Sports,E,ncaa football 2005,1,0.029178387154344624,0.01125445996009294,0
Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77.0,20.0,7.8,6.0,Alphadream Corporation,E,hamtaro ham ham games,1,0.0040721903396358445,0.005069351142448199,0
Danny Phantom: The Ultimate Enemy,GBA,2005.0,Action,THQ,0.16,0.06,0.0,0.0,0.22,,,8.8,4.0,Altron,E,danny phantom the ultimate enemy,1,0.009100609226875297,0.015605861174576402,0
Cloudy With a Chance of Meatballs,DS,2009.0,Platform,Ubisoft,0.2,0.01,0.0,0.02,0.22,,,tbd,,Ubisoft,E,cloudy with a chance of meatballs,1,-3.0118276294488644e-07,4.553400249929451e-07,0
Soul Sacrifice Delta,PSV,2014.0,Action,Sony Computer Entertainment,0.0,0.08,0.12,0.02,0.22,82.0,24.0,8.4,125.0,SCE Japan Studio,M,soul sacrifice delta,1,0.0028418731704064996,0.004188125485621936,0
Crazy Climber,2600,1981.0,Action,Atari,0.21,0.01,0.0,0.0,0.22,,,,,,,crazy climber,1,0.000621343628409053,0.0015593107975354697,0
NASCAR 2011: The Game,Wii,2011.0,Racing,Activision,0.21,0.0,0.0,0.01,0.22,42.0,5.0,3.1,9.0,Eutechnyx,E,nascar 2011 the game,3,0.0467392363167144,0.08260807486323167,0
Super Adventure Island,SNES,1992.0,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22,,,,,,,super adventure island,3,0.03865565388414653,0.09225755784656654,0
Discovery Kids: Dolphin Discovery,DS,2008.0,Simulation,505 Games,0.2,0.0,0.0,0.01,0.22,,,tbd,,505 Games,E,discovery kids dolphin discovery,1,0.0005902541205265604,0.0027612677854397093,0
Spider-Man: Edge of Time,PS3,2011.0,Action,Activision,0.13,0.07,0.0,0.03,0.22,58.0,43.0,7.2,29.0,Beenox,T,spider man edge of time,6,0.0225299976753386,0.09164820057404358,0
Bust-A-Move 4,PS,1998.0,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,,,,,,,bust a move 4,1,0.0023534589701679548,0.005145508236126875,0
Ride,PS4,2015.0,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.22,66.0,30.0,7,47.0,Milestone S.r.l,E,ride,1,0.002781188163491751,-0.0010433040900678272,0
NFL Quarterback Club 97,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,,,,,,,nfl quarterback club 97,4,0.02417642673707713,0.009373054390371867,0
Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.22,54.0,35.0,6.1,28.0,Tecmo Koei Games,T,spirit camera the cursed memoir,1,0.000624130846071811,0.0005519304603805869,0
Yu-Gi-Oh! GX: Tag Force 3,PSP,2008.0,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.22,,,,,,,yu gi oh gx tag force 3,1,0.023016222704716264,0.04764013050187347,0
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004.0,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61.0,12.0,8,5.0,Aki Corp.,T,galactic wrestling featuring ultimate muscle,1,0.014615566554865659,0.011604468866365783,0
FaceBreaker K.O. Party,Wii,2008.0,Fighting,Electronic Arts,0.19,0.01,0.0,0.02,0.22,61.0,15.0,5.6,7.0,EA Canada,T,facebreaker k o party,1,0.017603025844999693,0.07722468622343896,0
Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50.0,18.0,6.3,8.0,Capcom,M,dino stalker,1,0.00037123756228803537,0.00047875838378620656,0
Mobile Suit Gundam Seed,PS2,2003.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,mobile suit gundam seed,1,0.01937744452488346,0.0026666558750556265,0
Rock Band Track Pack: Classic Rock,Wii,2009.0,Misc,MTV Games,0.21,0.0,0.0,0.02,0.22,,,tbd,,Harmonix Music Systems,T,rock band track pack classic rock,1,-0.008102520617487483,0.03456182185396741,0
Petz Rescue: Endangered Paradise,DS,2008.0,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22,,,tbd,,Phoenix Interactive Entertainment,E,petz rescue endangered paradise,1,0.0018240777695118205,0.0027710967282866448,0
Rapala's Fishing Frenzy,Wii,2008.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,61.0,5.0,tbd,,FUN Labs,E,rapala s fishing frenzy,1,0.012749417342315736,-0.004912594606884516,0
Mega Man Zero 3,GBA,2004.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77.0,21.0,9,22.0,Inti,E,mega man zero 3,6,0.03304655941971393,0.1308669564216418,0
Super Swing Golf,Wii,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72.0,44.0,7.8,15.0,"Tecmo, Ntreev Soft",E10+,super swing golf,3,0.04226798373545836,0.09640757606782392,0
G-Force,PS3,2009.0,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,68.0,22.0,7.6,7.0,Eurocom Entertainment Software,E10+,g force,1,0.018842142206515866,0.08748805942541704,0
Luminous Arc 2,DS,2008.0,Role-Playing,Rising Star Games,0.2,0.0,0.0,0.02,0.22,73.0,19.0,7.7,14.0,"Image Epoch, Imageepoch",T,luminous arc 2,1,0.0018597439203303088,0.0015209896008888937,0
Barbie Super Sports,PS,1999.0,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,,,,,,,barbie super sports,3,0.05063335570473054,0.10924988128053544,0
Shinobi,3DS,2011.0,Platform,Sega,0.14,0.07,0.0,0.02,0.22,69.0,33.0,7.3,33.0,Griptonite Games,T,shinobi,1,0.0002582112197764435,0.00045832102912072035,0
Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,,0.16,0.06,0.0,0.0,0.22,,,,,,,nicktoons collection game boy advance video volume 2,3,0.016414103984089386,0.08207941358916974,0
Tony Hawk's Downhill Jam,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,34.0,7,7.0,Vicarious Visions,E,tony hawk s downhill jam,1,0.036136515490799936,-0.03620121785036858,0
Risen 2: Dark Waters,PS3,2012.0,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,47.0,13.0,5.2,37.0,Piranha Bytes,M,risen 2 dark waters,1,0.00586225671337426,0.0029915871851398284,0
Age of Empires: The Age of Kings,DS,2006.0,Strategy,THQ,0.18,0.02,0.0,0.02,0.22,80.0,38.0,7.9,59.0,Backbone Entertainment,E10+,age of empires the age of kings,1,0.007811773294440272,0.00568894364326588,0
Duel Masters: Kaijudo Showdown,GBA,2004.0,Misc,Atari,0.16,0.06,0.0,0.0,0.22,66.0,10.0,tbd,,Mistic Software,E,duel masters kaijudo showdown,1,0.0033015697396992154,0.005648804532657339,0
Muramasa: The Demon Blade,PSV,2013.0,Role-Playing,Marvelous Entertainment,0.1,0.0,0.1,0.02,0.22,,,,,,,muramasa the demon blade,1,0.002865400557509178,0.004854276473480094,0
MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,70.0,42.0,5.4,28.0,Monumental Games,E,motogp 09 10,1,0.03334357871794529,-0.003371511252351274,0
The Lord of the Rings: The Third Age,GBA,2004.0,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,67.0,7.0,8.5,12.0,Griptonite Games,T,the lord of the rings the third age,1,0.005350617209263059,0.008510976378764388,0
Dinosaur King,DS,2007.0,Strategy,Sega,0.2,0.0,0.0,0.02,0.22,61.0,13.0,8,9.0,Climax Entertainment,E,dinosaur king,1,0.0027950857114847592,0.006397328011572599,0
The Suffering,XB,2004.0,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,77.0,44.0,8.8,23.0,Surreal Software,M,the suffering,1,1.184960229000696e-06,1.1669499665225456e-06,0
Pitfall: The Big Adventure,Wii,2008.0,Adventure,Activision,0.19,0.02,0.0,0.02,0.22,,,6.3,6.0,Edge of Reality,E,pitfall the big adventure,1,0.010814641513785217,0.015636116991365863,0
Tetris Worlds,GC,2002.0,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,47.0,10.0,5.6,8.0,Radical Entertainment,E,tetris worlds,1,0.00557611121457974,0.006297043284580259,0
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996.0,Sports,Imagineer,0.0,0.0,0.22,0.0,0.22,,,,,,,chou kuukan night pro yakyuu king higher jp sales,8,0.25261678574229074,-0.16867859303998536,0
Mega Man 64,N64,2000.0,Action,Capcom,0.14,0.03,0.05,0.0,0.22,,,,,,,mega man 64,6,0.04503892984124678,0.15509983607099748,0
Rampage 2: Universal Tour,N64,1999.0,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22,,,,,,,rampage 2 universal tour,1,0.025912805666932142,0.02690921234301554,0
Ms. Pac-Man: Maze Madness,N64,2000.0,Puzzle,Namco Bandai Games,0.18,0.04,0.0,0.0,0.22,,,,,,,ms pac man maze madness,6,0.025434889347857367,0.07404901193066844,0
ECW Hardcore Revolution,N64,2000.0,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22,,,,,,,ecw hardcore revolution,1,-0.0016371204210344752,0.013143998214079675,0
